emp_id,age,age_group,attrition,business_travel,daily_rate,department,distance_from_home,education,education_field,employee_count,employee_number,environment_satisfaction,gender,hourly_rate,job_involvement,job_level,job_role,job_satisfaction,marital_status,monthly_income,salary_slab,monthly_rate,num_companies_worked,over_18,over_time,percent_salary_hike,performance_rating,relationship_satisfaction,standard_hours,stock_option_level,total_working_years,training_times_last_year,work_life_balance,years_at_company,years_in_current_role,years_since_last_promotion,years_with_curr_manager
RM356,26,26-35,no,travel_rarely,933.0,sales,1,3,life sciences,1,476,3,male,57.0,3,2,sales executive,3,married,5296.0,5k-10k,20156.0,1,y,no,17,3,2,80,1,8,3,3,8,7,7,7
RM383,26,26-35,yes,travel_frequently,575.0,research & development,3,1,technical degree,1,510,3,male,73.0,3,1,research scientist,1,single,3102.0,upto 5k,6582.0,0,y,no,22,4,3,80,0,7,2,3,6,4,0,4
RM419,26,26-35,no,travel_rarely,1349.0,research & development,23,3,life sciences,1,560,1,female,90.0,3,1,research scientist,4,divorced,2886.0,upto 5k,3032.0,1,y,no,22,4,2,80,2,3,3,1,3,2,0,2
RM454,26,26-35,yes,travel_frequently,426.0,human resources,17,4,life sciences,1,608,2,female,58.0,3,1,human resources,3,divorced,2741.0,upto 5k,22808.0,0,y,yes,11,3,2,80,1,8,2,2,7,7,1,0
RM461,26,26-35,no,travel_rarely,775.0,sales,29,2,medical,1,618,1,male,45.0,3,2,sales executive,3,divorced,4306.0,upto 5k,4267.0,5,y,no,12,3,1,80,2,8,5,3,0,0,0,0
RM464,26,26-35,yes,travel_rarely,471.0,research & development,24,3,technical degree,1,622,3,male,66.0,1,1,laboratory technician,4,single,2340.0,upto 5k,23213.0,1,y,yes,18,3,2,80,0,1,3,1,1,0,0,0
RM476,26,26-35,no,travel_rarely,703.0,sales,28,2,marketing,1,641,1,male,66.0,3,2,sales executive,2,married,6272.0,5k-10k,7428.0,1,y,no,20,4,4,80,2,6,5,4,5,3,1,4
RM506,26,26-35,no,travel_rarely,991.0,research & development,6,3,life sciences,1,686,3,female,71.0,3,1,laboratory technician,4,married,2659.0,upto 5k,17759.0,1,y,yes,13,3,3,80,1,3,2,3,3,2,0,2
RM572,26,26-35,no,travel_frequently,575.0,research & development,1,2,life sciences,1,792,1,female,71.0,1,1,laboratory technician,4,divorced,4364.0,upto 5k,5288.0,3,y,no,14,3,1,80,1,5,2,3,2,2,2,0
RM574,26,26-35,yes,travel_rarely,1146.0,sales,8,3,technical degree,1,796,4,male,38.0,2,2,sales executive,1,single,5326.0,5k-10k,3064.0,6,y,no,17,3,3,80,0,6,2,2,4,3,1,2
RM615,26,26-35,yes,travel_frequently,887.0,research & development,5,2,medical,1,848,3,female,88.0,2,1,research scientist,3,married,2366.0,upto 5k,20898.0,1,y,yes,14,3,1,80,1,8,2,3,8,7,1,7
RM686,26,26-35,no,travel_frequently,1283.0,sales,1,3,medical,1,956,3,male,52.0,2,2,sales executive,1,single,4294.0,upto 5k,11148.0,1,y,no,12,3,2,80,0,7,2,3,7,7,0,7
RM734,26,26-35,no,travel_rarely,1066.0,research & development,2,2,medical,1,1018,4,male,32.0,4,2,manufacturing director,4,married,5472.0,5k-10k,3334.0,1,y,no,12,3,2,80,0,8,2,3,8,7,1,3
RM749,26,26-35,yes,non-travel,265.0,sales,29,2,medical,1,1037,2,male,79.0,1,2,sales executive,1,single,4969.0,upto 5k,21813.0,8,y,no,18,3,4,80,0,7,6,3,2,2,2,2
RM763,26,26-35,yes,travel_frequently,342.0,research & development,2,3,life sciences,1,1053,1,male,57.0,3,1,research scientist,1,married,2042.0,upto 5k,15346.0,6,y,yes,14,3,2,80,1,6,2,3,3,2,1,2
RM770,26,26-35,no,travel_frequently,921.0,research & development,1,1,medical,1,1068,1,female,66.0,2,1,research scientist,3,divorced,2007.0,upto 5k,25265.0,1,y,no,13,3,3,80,2,5,5,3,5,3,1,3
RM782,26,26-35,no,travel_rarely,192.0,research & development,1,2,medical,1,1083,1,male,59.0,2,1,laboratory technician,1,married,3955.0,upto 5k,11141.0,1,y,no,16,3,1,80,2,6,2,3,5,3,1,3
RM798,26,26-35,yes,travel_rarely,1330.0,research & development,21,3,medical,1,1107,1,male,37.0,3,1,laboratory technician,3,divorced,2377.0,upto 5k,19373.0,1,y,no,20,4,3,80,1,1,0,2,1,1,0,0
RM844,26,26-35,no,travel_rarely,1384.0,research & development,3,4,medical,1,1177,1,male,82.0,4,1,laboratory technician,4,married,4420.0,upto 5k,13421.0,1,y,no,22,4,2,80,1,8,2,3,8,7,0,7
RM913,26,26-35,no,travel_rarely,583.0,research & development,4,2,life sciences,1,1275,3,male,53.0,3,1,research scientist,4,single,2875.0,upto 5k,9973.0,1,y,yes,20,4,2,80,0,8,2,2,8,5,2,2
RM999,26,26-35,no,travel_rarely,683.0,research & development,2,1,medical,1,1407,1,male,36.0,2,1,research scientist,4,single,3904.0,upto 5k,4050.0,0,y,no,12,3,4,80,0,5,2,3,4,3,1,1
RM1005,26,26-35,no,travel_rarely,652.0,research & development,7,3,other,1,1417,3,male,100.0,4,1,laboratory technician,1,single,3578.0,upto 5k,23577.0,0,y,no,12,3,4,80,0,8,2,3,7,7,0,7
RM1119,26,26-35,no,travel_rarely,474.0,research & development,3,3,life sciences,1,1581,1,female,89.0,3,1,research scientist,4,married,2061.0,upto 5k,11133.0,1,y,no,21,4,1,80,0,1,5,3,1,0,0,0
RM1207,26,26-35,no,non-travel,786.0,research & development,7,3,medical,1,1693,4,male,76.0,3,1,laboratory technician,4,single,2570.0,upto 5k,11925.0,1,y,no,20,4,3,80,0,7,5,3,7,7,5,7
RM1225,26,26-35,no,travel_rarely,390.0,research & development,17,4,medical,1,1718,4,male,62.0,1,1,laboratory technician,3,married,2305.0,upto 5k,6217.0,1,y,no,15,3,3,80,3,3,3,4,3,2,0,2
RM1298,26,26-35,yes,travel_rarely,920.0,human resources,20,2,medical,1,1818,4,female,69.0,3,1,human resources,2,married,2148.0,upto 5k,6889.0,0,y,yes,11,3,3,80,0,6,3,3,5,1,1,4
RM1310,26,26-35,no,travel_rarely,572.0,sales,10,3,medical,1,1836,3,male,46.0,3,2,sales executive,4,single,4684.0,upto 5k,9125.0,1,y,no,13,3,1,80,0,5,4,3,5,3,1,2
RM1350,26,26-35,no,travel_rarely,482.0,research & development,1,2,life sciences,1,1893,2,female,90.0,2,1,research scientist,3,married,2933.0,upto 5k,14908.0,1,y,yes,13,3,3,80,1,1,3,2,1,0,1,0
RM1362,26,26-35,no,travel_frequently,1096.0,research & development,6,3,other,1,1918,3,male,61.0,4,1,laboratory technician,4,married,2544.0,upto 5k,7102.0,0,y,no,18,3,1,80,1,8,3,3,7,7,7,7
RM1387,26,26-35,no,travel_rarely,157.0,research & development,1,3,medical,1,1952,3,male,95.0,3,1,laboratory technician,1,single,2867.0,upto 5k,20006.0,0,y,no,13,3,4,80,0,8,6,2,7,7,7,6
RM1465,26,26-35,no,travel_rarely,1167.0,sales,5,3,other,1,2060,4,female,30.0,2,1,sales representative,3,single,2966.0,upto 5k,21378.0,0,y,no,18,3,4,80,0,5,2,3,4,2,0,0
RM1465,26,26-35,no,travel_rarely,1167.0,sales,5,3,other,1,2060,4,female,30.0,2,1,sales representative,3,single,2966.0,upto 5k,21378.0,0,y,no,18,3,4,80,0,5,2,3,4,2,0,5
RM005,27,26-35,no,travel_rarely,591.0,research & development,2,1,medical,1,7,1,male,40.0,3,1,laboratory technician,2,married,3468.0,upto 5k,16632.0,9,y,no,12,3,4,80,1,6,3,3,2,2,2,2
RM042,27,26-35,no,travel_rarely,1240.0,research & development,2,4,life sciences,1,54,4,female,33.0,3,1,laboratory technician,1,divorced,2341.0,upto 5k,19715.0,1,y,no,13,3,4,80,1,1,6,3,1,0,0,0
RM044,27,26-35,no,travel_frequently,994.0,sales,8,3,life sciences,1,56,4,male,37.0,3,3,sales executive,3,single,8726.0,5k-10k,2975.0,1,y,no,15,3,4,80,0,9,0,3,9,8,1,7
RM162,27,26-35,no,non-travel,691.0,research & development,9,3,medical,1,218,4,male,57.0,3,1,research scientist,2,divorced,2024.0,upto 5k,5970.0,6,y,no,18,3,4,80,1,6,1,1,2,2,2,2
RM165,27,26-35,no,non-travel,1450.0,research & development,3,3,medical,1,224,3,male,79.0,2,1,research scientist,3,divorced,2566.0,upto 5k,25326.0,1,y,yes,15,3,4,80,1,1,2,2,1,1,0,1
RM171,27,26-35,no,travel_rarely,1157.0,research & development,17,3,technical degree,1,233,3,male,51.0,3,1,research scientist,2,married,3058.0,upto 5k,13364.0,0,y,yes,16,3,4,80,1,6,3,2,5,2,1,1
RM192,27,26-35,no,travel_rarely,894.0,research & development,9,3,medical,1,260,4,female,99.0,3,1,research scientist,2,single,2279.0,upto 5k,11781.0,1,y,no,16,3,4,80,0,7,2,2,7,7,0,3
RM201,27,26-35,no,travel_frequently,472.0,research & development,1,1,technical degree,1,274,3,male,60.0,2,2,manufacturing director,1,married,4298.0,upto 5k,9679.0,5,y,no,19,3,3,80,1,6,1,3,2,2,2,0
RM213,27,26-35,no,travel_frequently,1242.0,sales,20,3,life sciences,1,293,4,female,90.0,3,2,sales executive,3,single,9981.0,5k-10k,12916.0,1,y,no,14,3,4,80,0,7,2,3,7,7,0,7
RM319,27,26-35,no,travel_rarely,1220.0,research & development,5,3,life sciences,1,434,3,female,85.0,3,1,research scientist,2,single,2478.0,upto 5k,20938.0,1,y,yes,12,3,2,80,0,4,2,2,4,3,1,2
RM321,27,26-35,no,travel_rarely,1377.0,sales,2,3,life sciences,1,437,4,male,74.0,3,2,sales executive,3,single,4478.0,upto 5k,5242.0,1,y,yes,11,3,1,80,0,5,3,3,5,4,0,4
RM332,27,26-35,no,non-travel,210.0,sales,1,1,marketing,1,449,3,male,73.0,3,2,sales executive,2,married,6349.0,5k-10k,22107.0,0,y,yes,13,3,4,80,1,6,0,3,5,4,1,4
RM340,27,26-35,no,travel_rarely,1130.0,sales,8,4,marketing,1,458,2,female,56.0,3,2,sales executive,2,married,6214.0,5k-10k,3415.0,1,y,no,18,3,1,80,1,8,3,3,8,7,0,7
RM374,27,26-35,no,travel_rarely,1469.0,research & development,1,2,medical,1,497,4,male,82.0,3,1,laboratory technician,2,divorced,3816.0,upto 5k,17881.0,1,y,no,11,3,2,80,1,5,2,3,5,2,0,4
RM486,27,26-35,no,travel_rarely,798.0,research & development,6,4,medical,1,655,1,female,66.0,2,1,research scientist,3,divorced,2187.0,upto 5k,5013.0,0,y,no,12,3,3,80,2,6,5,2,5,3,0,3
RM496,27,26-35,yes,travel_rarely,1420.0,sales,2,1,marketing,1,667,3,male,85.0,3,1,sales representative,1,divorced,3041.0,upto 5k,16346.0,0,y,no,11,3,2,80,1,5,3,3,4,3,0,2
RM513,27,26-35,no,travel_rarely,1115.0,research & development,3,4,medical,1,700,1,male,54.0,2,1,research scientist,4,single,2045.0,upto 5k,15174.0,0,y,no,13,3,4,80,0,5,0,3,4,2,1,1
RM522,27,26-35,no,travel_frequently,1410.0,sales,3,1,medical,1,714,4,female,71.0,4,2,sales executive,4,divorced,4647.0,upto 5k,16673.0,1,y,yes,20,4,2,80,2,6,3,3,6,5,0,4
RM531,27,26-35,no,travel_rarely,608.0,research & development,1,2,life sciences,1,725,3,female,68.0,3,3,manufacturing director,1,married,7412.0,5k-10k,6009.0,1,y,no,11,3,4,80,0,9,3,3,9,7,0,7
RM538,27,26-35,no,travel_frequently,294.0,research & development,10,2,life sciences,1,733,4,male,32.0,3,3,manufacturing director,1,divorced,8793.0,5k-10k,4809.0,1,y,no,21,4,3,80,2,9,4,2,9,7,1,7
RM555,27,26-35,no,travel_rarely,975.0,research & development,7,3,medical,1,764,4,female,55.0,2,2,healthcare representative,1,single,6811.0,5k-10k,23398.0,8,y,no,19,3,1,80,0,9,2,1,7,6,0,7
RM577,27,26-35,no,travel_frequently,829.0,sales,8,1,marketing,1,800,3,male,84.0,3,2,sales executive,4,married,4342.0,upto 5k,24008.0,0,y,no,19,3,2,80,1,5,3,3,4,2,1,1
RM611,27,26-35,no,travel_rarely,269.0,research & development,5,1,technical degree,1,844,3,male,42.0,2,3,research director,4,divorced,12808.0,10k-15k,8842.0,1,y,yes,16,3,2,80,1,9,3,3,9,8,0,8
RM616,27,26-35,no,non-travel,443.0,research & development,3,3,medical,1,850,4,male,50.0,3,1,research scientist,4,married,1706.0,upto 5k,16571.0,1,y,no,11,3,3,80,3,0,6,2,0,0,0,0
RM671,27,26-35,no,travel_rarely,618.0,research & development,4,3,life sciences,1,933,2,female,76.0,3,1,research scientist,3,single,2318.0,upto 5k,17808.0,1,y,no,19,3,3,80,0,1,2,3,1,1,0,0
RM718,27,26-35,no,travel_rarely,1134.0,research & development,16,4,technical degree,1,1001,3,female,37.0,3,1,laboratory technician,2,married,2811.0,upto 5k,12086.0,9,y,no,14,3,2,80,1,4,2,3,2,2,2,2
RM740,27,26-35,no,travel_rarely,1055.0,research & development,2,4,life sciences,1,1027,1,female,47.0,3,2,manufacturing director,4,married,4227.0,upto 5k,4658.0,0,y,no,18,3,2,80,1,4,2,3,3,2,2,2
RM787,27,26-35,no,non-travel,1277.0,research & development,8,5,life sciences,1,1094,1,male,87.0,1,1,laboratory technician,3,married,4621.0,upto 5k,5869.0,1,y,no,19,3,4,80,3,3,4,3,3,2,1,2
RM834,27,26-35,no,travel_rarely,199.0,research & development,6,3,life sciences,1,1162,4,male,55.0,2,1,research scientist,3,married,2539.0,upto 5k,7950.0,1,y,no,13,3,3,80,1,4,0,3,4,2,2,2
RM890,27,26-35,no,travel_rarely,1103.0,research & development,14,3,life sciences,1,1244,1,male,42.0,3,1,research scientist,1,married,2235.0,upto 5k,14377.0,1,y,yes,14,3,4,80,2,9,3,2,9,7,6,8
RM903,27,26-35,no,travel_rarely,1167.0,research & development,4,2,life sciences,1,1259,1,male,76.0,3,1,research scientist,3,divorced,2517.0,upto 5k,3208.0,1,y,no,11,3,2,80,3,5,2,3,5,3,0,3
RM971,27,26-35,no,travel_rarely,1291.0,sales,11,3,medical,1,1364,3,female,98.0,4,1,sales representative,4,married,2534.0,upto 5k,6527.0,8,y,no,14,3,2,80,1,5,4,3,1,0,0,0
RM975,27,26-35,no,travel_frequently,793.0,sales,2,1,life sciences,1,1371,4,male,43.0,1,2,sales executive,4,single,5071.0,5k-10k,20392.0,3,y,no,20,4,2,80,0,8,3,3,6,2,0,0
RM997,27,26-35,no,travel_rarely,205.0,sales,10,3,marketing,1,1403,4,female,98.0,2,2,sales executive,4,married,5769.0,5k-10k,7100.0,1,y,yes,11,3,4,80,0,6,3,3,6,2,4,4
RM998,27,26-35,yes,travel_rarely,135.0,research & development,17,4,life sciences,1,1405,4,female,51.0,3,1,research scientist,3,single,2394.0,upto 5k,25681.0,1,y,yes,13,3,4,80,0,8,2,3,8,2,7,7
RM1018,27,26-35,no,travel_rarely,1377.0,research & development,11,1,life sciences,1,1434,2,male,91.0,3,1,laboratory technician,1,married,2099.0,upto 5k,7679.0,0,y,no,14,3,2,80,0,6,3,4,5,0,1,4
RM1150,27,26-35,no,travel_rarely,1302.0,research & development,19,3,other,1,1619,4,male,67.0,2,1,laboratory technician,1,divorced,4066.0,upto 5k,16290.0,1,y,no,11,3,1,80,2,7,3,3,7,7,0,7
RM1170,27,26-35,no,travel_rarely,486.0,research & development,8,3,medical,1,1647,2,female,86.0,4,1,research scientist,3,married,3517.0,upto 5k,22490.0,7,y,no,17,3,1,80,0,5,0,3,3,2,0,2
RM1171,27,26-35,no,travel_frequently,591.0,research & development,2,3,medical,1,1648,4,male,87.0,3,1,research scientist,4,single,2580.0,upto 5k,6297.0,2,y,no,13,3,3,80,0,6,0,2,4,2,1,2
RM1249,27,26-35,no,travel_rarely,1054.0,research & development,8,3,medical,1,1751,3,female,67.0,3,1,research scientist,4,single,3445.0,upto 5k,6152.0,1,y,no,11,3,3,80,0,6,5,2,6,2,1,4
RM1318,27,26-35,no,travel_frequently,1297.0,research & development,5,2,life sciences,1,1850,4,female,53.0,3,1,laboratory technician,4,single,2379.0,upto 5k,19826.0,0,y,yes,14,3,3,80,0,6,3,2,5,4,0,2
RM1329,27,26-35,no,travel_rarely,728.0,sales,23,1,medical,1,1864,2,female,36.0,2,2,sales representative,3,married,3540.0,upto 5k,7018.0,1,y,no,21,4,4,80,1,9,5,3,9,8,5,8
RM1335,27,26-35,no,travel_frequently,1131.0,research & development,15,3,life sciences,1,1870,4,female,77.0,2,1,research scientist,1,married,4774.0,upto 5k,23844.0,0,y,no,19,3,4,80,1,8,2,2,7,6,7,3
RM1351,27,26-35,no,travel_rarely,511.0,sales,2,2,medical,1,1898,1,female,89.0,4,2,sales executive,3,single,6500.0,5k-10k,26997.0,0,y,no,14,3,2,80,0,9,5,2,8,7,0,7
RM1368,27,26-35,no,travelrarely,1354.0,research & development,2,4,technical degree,1,1931,2,male,41.0,3,1,research scientist,2,married,2226.0,upto 5k,6073.0,1,y,no,11,3,3,80,1,6,3,2,5,3,1,2
RM1380,27,26-35,yes,travel_frequently,1337.0,human resources,22,3,human resources,1,1944,1,female,58.0,2,1,human resources,2,married,2863.0,upto 5k,19555.0,1,y,no,12,3,1,80,0,1,2,3,1,0,0,0
RM1394,27,26-35,no,travel_rarely,954.0,sales,9,3,marketing,1,1965,4,male,44.0,3,2,sales executive,4,single,4105.0,upto 5k,5099.0,1,y,no,14,3,1,80,0,7,5,3,7,7,0,7
RM1468,27,26-35,no,travel_rarely,155.0,research & development,4,3,life sciences,1,2064,2,male,87.0,4,2,manufacturing director,2,married,6142.0,5k-10k,5174.0,1,y,yes,20,4,2,80,1,6,0,3,6,2,0,3
RM015,28,26-35,yes,travel_rarely,103.0,research & development,24,3,life sciences,1,19,3,male,50.0,2,1,laboratory technician,3,single,2028.0,upto 5k,12947.0,5,y,yes,14,3,2,80,0,6,4,3,4,2,0,3
RM052,28,26-35,yes,travel_rarely,1434.0,research & development,5,4,technical degree,1,65,3,male,50.0,3,1,laboratory technician,3,single,3441.0,upto 5k,11179.0,1,y,yes,13,3,3,80,0,2,3,2,2,2,2,2
RM098,28,26-35,no,non-travel,120.0,sales,4,3,medical,1,129,2,male,43.0,3,2,sales executive,3,married,4221.0,upto 5k,8863.0,1,y,no,15,3,2,80,0,5,3,4,5,4,0,4
RM163,28,26-35,no,travel_rarely,440.0,research & development,21,3,medical,1,221,3,male,42.0,3,1,research scientist,4,married,2713.0,upto 5k,6672.0,1,y,no,11,3,3,80,1,5,2,1,5,2,0,2
RM265,28,26-35,yes,travel_rarely,529.0,research & development,2,4,life sciences,1,364,1,male,79.0,3,1,laboratory technician,3,single,3485.0,upto 5k,14935.0,2,y,no,11,3,3,80,0,5,5,1,0,0,0,0
RM273,28,26-35,no,travel_rarely,1158.0,research & development,9,3,medical,1,377,4,male,94.0,3,1,research scientist,4,married,2070.0,upto 5k,2613.0,1,y,no,23,4,4,80,1,5,3,2,5,2,0,4
RM290,28,26-35,no,travel_rarely,1117.0,research & development,8,2,life sciences,1,395,4,female,66.0,3,1,research scientist,4,single,3310.0,upto 5k,4488.0,1,y,no,21,4,4,80,0,5,3,3,5,3,0,2
RM303,28,26-35,no,travel_rarely,1476.0,research & development,16,2,medical,1,412,2,male,68.0,4,2,healthcare representative,1,single,5661.0,5k-10k,4824.0,0,y,no,19,3,3,80,0,9,2,3,8,3,0,7
RM324,28,26-35,yes,travel_rarely,1157.0,research & development,2,4,medical,1,440,1,male,84.0,1,1,research scientist,4,married,3464.0,upto 5k,24737.0,5,y,yes,13,3,4,80,0,5,4,2,3,2,2,2
RM375,28,26-35,no,travel_rarely,304.0,sales,9,4,life sciences,1,498,2,male,92.0,3,2,sales executive,4,single,5253.0,5k-10k,20750.0,1,y,no,16,3,4,80,0,7,1,3,7,5,0,7
RM541,28,26-35,yes,travel_rarely,654.0,research & development,1,2,life sciences,1,741,1,female,67.0,1,1,research scientist,2,single,2216.0,upto 5k,3872.0,7,y,yes,13,3,4,80,0,10,4,3,7,7,3,7
RM599,28,26-35,yes,travel_rarely,890.0,research & development,2,4,medical,1,828,3,male,46.0,3,1,research scientist,3,single,4382.0,upto 5k,16374.0,6,y,no,17,3,4,80,0,5,3,2,2,2,2,1
RM613,28,26-35,no,travel_rarely,760.0,sales,2,4,marketing,1,846,2,female,81.0,3,2,sales executive,2,married,4779.0,upto 5k,3698.0,1,y,yes,20,4,1,80,0,8,2,3,8,7,7,5
RM630,28,26-35,no,travel_rarely,1169.0,human resources,8,2,medical,1,869,2,male,63.0,2,1,human resources,4,divorced,4936.0,upto 5k,23965.0,1,y,no,13,3,4,80,1,6,6,3,5,1,0,4
RM660,28,26-35,no,travel_rarely,821.0,sales,5,4,medical,1,916,1,male,98.0,3,2,sales executive,4,single,4908.0,upto 5k,24252.0,1,y,no,14,3,2,80,0,4,3,3,4,2,0,2
RM669,28,26-35,no,travel_rarely,995.0,research & development,9,3,medical,1,930,3,female,77.0,3,1,research scientist,3,divorced,2377.0,upto 5k,9834.0,5,y,no,18,3,2,80,1,6,2,3,2,2,2,2
RM765,28,26-35,no,travel_rarely,1144.0,sales,10,1,medical,1,1056,4,male,74.0,3,1,sales representative,2,married,1052.0,upto 5k,23384.0,1,y,no,22,4,2,80,0,1,5,3,1,0,0,0
RM781,28,26-35,yes,non-travel,1366.0,research & development,24,2,technical degree,1,1082,2,male,72.0,2,3,healthcare representative,1,single,8722.0,5k-10k,12355.0,1,y,no,12,3,1,80,0,10,2,2,10,7,1,9
RM789,28,26-35,no,travel_rarely,857.0,research & development,10,3,other,1,1097,3,female,59.0,3,2,research scientist,3,single,3660.0,upto 5k,7909.0,3,y,no,13,3,4,80,0,10,4,4,8,7,1,7
RM794,28,26-35,no,travel_rarely,895.0,research & development,15,2,life sciences,1,1102,1,male,50.0,3,1,laboratory technician,3,divorced,2207.0,upto 5k,22482.0,1,y,no,16,3,4,80,1,4,5,2,4,2,2,2
RM801,28,26-35,yes,travel_frequently,1009.0,research & development,1,3,medical,1,1111,1,male,45.0,2,1,laboratory technician,2,divorced,2596.0,upto 5k,7160.0,1,y,no,15,3,1,80,2,1,2,3,1,0,0,0
RM810,28,26-35,no,travel_rarely,950.0,research & development,3,3,medical,1,1121,4,female,93.0,3,3,manufacturing director,2,divorced,7655.0,5k-10k,8039.0,0,y,no,17,3,2,80,3,10,3,2,9,7,1,7
RM820,28,26-35,no,travel_rarely,1451.0,research & development,2,1,life sciences,1,1136,1,male,67.0,2,1,research scientist,2,married,3201.0,upto 5k,19911.0,0,y,no,17,3,1,80,0,6,2,1,5,3,0,4
RM828,28,26-35,no,travel_frequently,773.0,research & development,6,3,life sciences,1,1154,3,male,39.0,2,1,research scientist,3,divorced,2703.0,upto 5k,22088.0,1,y,yes,14,3,4,80,1,3,2,3,3,1,0,2
RM843,28,26-35,yes,travel_rarely,1485.0,research & development,12,1,life sciences,1,1175,3,female,79.0,3,1,laboratory technician,4,married,2515.0,upto 5k,22955.0,1,y,yes,11,3,4,80,0,1,4,2,1,1,0,0
RM869,28,26-35,no,travel_rarely,1179.0,research & development,19,4,medical,1,1216,4,male,78.0,2,1,laboratory technician,1,married,3196.0,upto 5k,12449.0,1,y,no,12,3,3,80,3,6,2,3,6,5,3,3
RM922,28,26-35,no,travel_frequently,791.0,research & development,1,4,medical,1,1286,4,male,44.0,3,1,laboratory technician,3,single,2154.0,upto 5k,6842.0,0,y,yes,11,3,3,80,0,5,2,2,4,2,0,2
RM930,28,26-35,no,travel_frequently,193.0,research & development,2,3,life sciences,1,1296,4,male,52.0,2,1,laboratory technician,4,married,3867.0,upto 5k,14222.0,1,y,yes,12,3,2,80,1,2,2,3,2,2,2,2
RM934,28,26-35,no,travel_rarely,640.0,research & development,1,3,technical degree,1,1301,4,male,84.0,3,1,research scientist,1,single,2080.0,upto 5k,4732.0,2,y,no,11,3,2,80,0,5,2,2,3,2,1,2
RM945,28,26-35,no,non-travel,1476.0,research & development,1,3,life sciences,1,1315,3,female,55.0,1,2,laboratory technician,4,married,6674.0,5k-10k,16392.0,0,y,no,11,3,1,80,3,10,6,3,9,8,7,5
RM985,28,26-35,no,travel_rarely,736.0,sales,26,3,life sciences,1,1387,3,male,48.0,2,2,sales executive,1,married,4724.0,upto 5k,24232.0,1,y,no,11,3,3,80,1,5,0,3,5,3,0,4
RM1042,28,26-35,no,travel_rarely,866.0,sales,5,3,medical,1,1469,4,male,84.0,3,2,sales executive,1,single,8463.0,5k-10k,23490.0,0,y,no,18,3,4,80,0,6,4,3,5,4,1,3
RM1057,28,26-35,yes,travel_frequently,1496.0,sales,1,3,technical degree,1,1486,1,male,92.0,3,1,sales representative,3,married,2909.0,upto 5k,15747.0,3,y,no,15,3,4,80,1,5,3,4,3,2,1,2
RM1069,28,26-35,yes,travel_frequently,289.0,research & development,2,2,medical,1,1504,3,male,38.0,2,1,laboratory technician,1,single,2561.0,upto 5k,5355.0,7,y,no,11,3,3,80,0,8,2,2,0,0,0,0
RM1070,28,26-35,no,travel_rarely,1423.0,research & development,1,3,life sciences,1,1506,1,male,72.0,2,1,research scientist,3,divorced,1563.0,upto 5k,12530.0,1,y,no,14,3,4,80,1,1,2,1,1,0,0,0
RM1071,28,26-35,no,travel_frequently,467.0,sales,7,3,life sciences,1,1507,3,male,55.0,3,2,sales executive,1,single,4898.0,upto 5k,11827.0,0,y,no,14,3,4,80,0,5,5,3,4,2,1,3
RM1074,28,26-35,no,travel_rarely,1083.0,research & development,29,1,life sciences,1,1514,3,male,96.0,1,2,manufacturing director,2,married,6549.0,5k-10k,3173.0,1,y,no,14,3,2,80,2,8,2,2,8,6,1,7
RM1137,28,26-35,yes,travel_rarely,329.0,research & development,24,3,medical,1,1604,3,male,51.0,3,1,laboratory technician,2,married,2408.0,upto 5k,7324.0,1,y,yes,17,3,3,80,3,1,3,3,1,1,0,0
RM1152,28,26-35,no,travel_rarely,580.0,research & development,27,3,medical,1,1622,2,female,39.0,1,2,manufacturing director,1,divorced,4877.0,upto 5k,20460.0,0,y,no,21,4,2,80,1,6,5,2,5,3,0,0
